,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,,,,
E01021036,618,35.85%,47.23%,10.00%,4.00%,2.92%,36.69%,53.47%,7.44%,1.64%,0.76%,30.82%,52.14%,13.19%,2.95%,0.90%,36.08%,54.42%,7.38%,1.81%,0.31%,45.69%,48.77%,4.62%,0.62%,0.31%,45.54%,48.00%,5.85%,0.31%,0.31%,48.52%,49.46%,1.40%,0.31%,0.31%,Lewes,East Sussex,South East,SPN
E01021037,616,53.39%,41.13%,3.71%,1.13%,0.65%,54.52%,40.45%,4.06%,0.65%,0.32%,48.35%,44.41%,6.20%,0.47%,0.56%,54.22%,41.38%,3.65%,0.43%,0.32%,56.13%,39.68%,3.71%,0.48%,0.00%,54.68%,41.29%,3.87%,0.16%,0.00%,59.71%,39.00%,1.13%,0.16%,0.00%,Lewes,East Sussex,South East,SPN
E01021038,835,47.66%,37.82%,6.84%,3.84%,3.84%,47.64%,40.16%,7.26%,3.03%,1.91%,38.33%,44.58%,10.98%,3.46%,2.65%,46.34%,41.94%,7.18%,3.44%,1.10%,55.34%,37.33%,5.28%,1.20%,0.84%,51.62%,40.55%,6.02%,0.96%,0.84%,55.21%,40.68%,2.30%,0.97%,0.85%,Lewes,East Sussex,South East,SPN
E01021039,697,38.87%,36.65%,12.86%,5.67%,5.95%,38.78%,43.42%,11.19%,4.03%,2.59%,31.20%,45.23%,14.61%,5.18%,3.78%,37.46%,45.22%,11.38%,4.86%,1.08%,53.67%,36.93%,6.64%,1.66%,1.11%,49.65%,39.28%,8.44%,1.38%,1.24%,53.71%,40.56%,3.22%,1.40%,1.12%,Lewes,East Sussex,South East,SPN
E01021040,696,47.91%,36.26%,8.20%,4.17%,3.45%,47.62%,39.47%,8.00%,3.06%,1.85%,38.77%,44.07%,10.95%,3.49%,2.72%,46.06%,41.58%,7.94%,3.40%,1.02%,56.12%,35.25%,6.19%,1.58%,0.86%,52.74%,38.18%,6.20%,1.44%,1.44%,57.06%,38.14%,2.47%,1.46%,0.87%,Lewes,East Sussex,South East,SPN
E01021041,642,31.95%,45.51%,14.55%,4.71%,3.28%,32.19%,53.11%,8.90%,3.60%,2.20%,26.27%,51.58%,15.04%,4.49%,2.62%,30.89%,54.86%,8.84%,4.32%,1.10%,44.51%,45.22%,6.70%,2.28%,1.28%,44.22%,44.37%,7.42%,2.14%,1.85%,45.81%,48.41%,2.60%,1.88%,1.30%,Lewes,East Sussex,South East,SPN
E01021042,494,35.57%,58.54%,3.86%,0.41%,1.63%,36.56%,57.15%,4.45%,1.22%,0.60%,28.58%,60.72%,8.71%,1.18%,0.81%,37.17%,57.36%,3.64%,1.42%,0.41%,38.82%,56.10%,4.27%,0.61%,0.20%,35.98%,58.13%,5.08%,0.20%,0.61%,45.93%,52.64%,1.02%,0.20%,0.20%,Lewes,East Sussex,South East,SPN
E01021043,610,44.26%,37.87%,8.52%,5.08%,4.26%,44.60%,41.97%,7.63%,3.92%,1.89%,37.49%,43.91%,11.17%,4.93%,2.50%,43.65%,43.22%,7.75%,4.75%,0.63%,51.80%,41.15%,4.10%,1.64%,1.31%,49.67%,41.12%,6.25%,1.64%,1.32%,53.65%,41.36%,2.16%,1.50%,1.33%,Lewes,East Sussex,South East,SPN
E01021044,740,38.05%,47.17%,8.35%,3.98%,2.44%,38.96%,50.55%,7.00%,2.11%,1.39%,32.93%,52.09%,10.79%,2.63%,1.57%,38.24%,51.84%,6.70%,2.44%,0.78%,47.81%,45.76%,4.63%,0.90%,0.90%,45.95%,47.75%,4.50%,0.77%,1.03%,50.26%,46.36%,1.82%,0.65%,0.91%,Lewes,East Sussex,South East,SPN
E01021045,968,38.76%,39.33%,10.96%,5.06%,5.90%,38.97%,44.22%,9.94%,4.64%,2.23%,32.21%,46.79%,10.71%,7.00%,3.29%,37.94%,45.68%,10.27%,5.42%,0.69%,47.75%,42.70%,5.90%,2.15%,1.50%,45.92%,44.05%,6.37%,2.16%,1.50%,49.15%,44.02%,3.32%,1.99%,1.52%,Lewes,East Sussex,South East,SPN
E01021046,626,42.24%,52.64%,2.56%,0.64%,1.92%,42.01%,51.21%,4.98%,1.49%,0.32%,33.72%,55.16%,8.60%,1.58%,0.94%,41.15%,52.93%,4.32%,1.44%,0.16%,44.48%,50.08%,4.96%,0.32%,0.16%,41.92%,52.96%,4.32%,0.32%,0.48%,46.24%,52.32%,1.12%,0.16%,0.16%,Lewes,East Sussex,South East,SPN
E01021047,632,36.61%,47.54%,6.81%,2.85%,6.18%,36.98%,49.62%,11.50%,0.97%,0.92%,28.48%,53.09%,11.34%,5.99%,1.10%,35.68%,51.60%,10.97%,1.13%,0.61%,44.69%,49.13%,5.39%,0.48%,0.32%,43.42%,50.87%,4.75%,0.48%,0.48%,47.54%,50.08%,1.75%,0.32%,0.32%,Lewes,East Sussex,South East,SPN
E01021048,799,42.86%,29.15%,14.75%,6.50%,6.74%,43.88%,37.77%,9.97%,4.89%,3.49%,38.91%,40.00%,9.58%,6.75%,4.77%,42.51%,38.79%,10.97%,6.01%,1.72%,57.61%,33.22%,5.69%,1.63%,1.86%,54.95%,34.81%,5.82%,2.10%,2.33%,57.18%,35.17%,4.19%,1.56%,1.91%,Lewes,East Sussex,South East,SPN
E01021049,707,45.28%,23.36%,17.59%,5.91%,7.87%,45.79%,36.17%,9.23%,5.58%,3.23%,39.17%,40.29%,9.31%,6.52%,4.71%,43.81%,38.31%,9.65%,5.93%,2.30%,62.86%,28.22%,5.77%,1.97%,1.18%,61.63%,28.38%,6.31%,2.50%,1.18%,63.50%,29.41%,4.14%,1.74%,1.20%,Lewes,East Sussex,South East,SPN
E01021050,537,48.03%,38.63%,7.35%,3.59%,2.39%,48.29%,41.26%,6.33%,2.49%,1.62%,41.36%,45.27%,8.63%,2.83%,1.91%,47.29%,42.49%,6.36%,2.99%,0.87%,51.79%,41.37%,4.79%,1.20%,0.85%,52.48%,40.85%,4.44%,1.37%,0.85%,55.30%,40.87%,1.91%,1.04%,0.87%,Lewes,East Sussex,South East,SPN
E01021051,512,41.52%,43.62%,9.52%,2.86%,2.48%,41.31%,48.59%,7.62%,1.15%,1.32%,31.88%,53.90%,10.28%,2.29%,1.66%,39.79%,50.58%,7.32%,1.35%,0.96%,49.33%,43.62%,5.90%,0.57%,0.57%,48.38%,44.95%,5.14%,0.76%,0.76%,52.41%,44.70%,1.93%,0.39%,0.58%,Lewes,East Sussex,South East,SPN
E01021052,511,26.23%,44.01%,14.96%,7.39%,7.39%,26.39%,48.04%,10.82%,10.08%,4.67%,20.96%,47.35%,14.95%,10.97%,5.76%,24.98%,49.44%,13.48%,9.47%,2.63%,36.27%,46.48%,11.62%,3.70%,1.94%,33.80%,46.65%,12.68%,4.23%,2.64%,36.56%,50.18%,7.89%,3.41%,1.97%,Lewes,East Sussex,South East,SPN
E01021053,567,26.03%,29.42%,18.10%,14.71%,11.74%,26.40%,36.91%,16.06%,14.43%,6.20%,22.87%,35.71%,16.81%,14.67%,9.93%,24.55%,38.26%,19.06%,15.26%,2.87%,39.89%,38.05%,12.31%,5.80%,3.96%,38.30%,37.87%,12.91%,6.24%,4.68%,39.39%,41.42%,9.45%,5.67%,4.07%,Lewes,East Sussex,South East,SPN
E01021054,632,28.81%,31.58%,17.45%,14.54%,7.62%,29.61%,40.29%,12.96%,9.76%,7.39%,24.58%,41.02%,14.15%,10.62%,9.62%,27.24%,41.52%,15.18%,11.85%,4.21%,41.55%,35.87%,12.60%,6.37%,3.60%,40.75%,36.16%,11.68%,6.54%,4.87%,44.29%,34.86%,11.00%,6.14%,3.71%,Lewes,East Sussex,South East,SPN
E01021055,776,34.12%,44.00%,14.71%,4.00%,3.18%,34.68%,52.47%,8.37%,2.65%,1.83%,29.10%,52.35%,11.94%,4.32%,2.30%,34.02%,53.86%,7.82%,3.48%,0.81%,47.76%,43.65%,6.47%,1.06%,1.06%,46.17%,44.76%,6.71%,0.94%,1.41%,50.59%,44.06%,3.44%,0.83%,1.07%,Lewes,East Sussex,South East,SPN
E01021056,760,28.79%,41.50%,15.03%,9.83%,4.86%,28.95%,48.08%,11.14%,6.80%,5.04%,23.75%,47.51%,14.41%,8.64%,5.68%,27.65%,49.93%,12.48%,7.23%,2.71%,40.92%,41.97%,10.64%,3.70%,2.77%,38.54%,43.17%,10.88%,4.05%,3.36%,42.22%,43.75%,7.78%,3.42%,2.83%,Lewes,East Sussex,South East,SPN
E01021057,703,32.03%,22.73%,19.75%,16.76%,8.73%,32.37%,34.42%,16.31%,12.01%,4.89%,29.26%,34.33%,15.60%,13.30%,7.51%,29.62%,35.89%,18.94%,13.57%,1.97%,48.68%,31.23%,9.64%,5.63%,4.82%,46.48%,31.60%,10.50%,6.00%,5.42%,47.45%,33.57%,8.30%,5.69%,4.98%,Lewes,East Sussex,South East,SPN
E01021058,887,39.02%,41.62%,10.30%,4.47%,4.58%,39.01%,46.90%,8.26%,3.39%,2.45%,33.26%,47.84%,10.83%,4.98%,3.08%,38.38%,47.78%,8.60%,4.29%,0.95%,47.24%,43.81%,6.04%,1.46%,1.46%,46.61%,43.90%,6.15%,1.77%,1.56%,50.21%,43.75%,3.18%,1.38%,1.48%,Lewes,East Sussex,South East,SPN
E01021059,785,47.04%,42.16%,5.81%,2.79%,2.21%,47.38%,43.42%,6.26%,1.55%,1.37%,38.65%,47.22%,10.46%,2.09%,1.58%,39.85%,50.11%,7.00%,2.25%,0.80%,51.10%,42.62%,4.76%,0.70%,0.81%,44.55%,48.75%,4.99%,0.79%,0.92%,48.81%,48.01%,1.59%,0.66%,0.93%,Lewes,East Sussex,South East,SPN
E01021060,887,40.71%,37.36%,11.98%,6.19%,3.76%,40.55%,44.00%,8.77%,4.60%,2.07%,32.52%,48.06%,10.69%,5.74%,2.98%,38.51%,45.95%,9.53%,5.59%,0.42%,48.12%,42.23%,5.69%,2.34%,1.62%,49.49%,40.33%,6.11%,2.34%,1.73%,51.46%,41.27%,3.33%,2.29%,1.66%,Lewes,East Sussex,South East,SPN
E01021061,633,35.44%,57.59%,4.59%,1.58%,0.79%,36.08%,56.01%,7.12%,0.39%,0.40%,28.65%,57.64%,12.30%,0.94%,0.47%,36.25%,56.61%,6.51%,0.48%,0.16%,37.50%,56.01%,6.01%,0.32%,0.16%,36.87%,56.65%,6.17%,0.00%,0.32%,43.02%,55.08%,1.75%,0.00%,0.16%,Lewes,East Sussex,South East,SPN
E01021062,601,43.83%,38.50%,8.00%,4.83%,4.83%,43.94%,40.59%,9.84%,3.92%,1.70%,38.45%,42.04%,12.11%,4.42%,2.98%,43.20%,41.74%,10.00%,4.10%,0.96%,50.00%,41.50%,6.17%,1.50%,0.83%,48.83%,42.33%,6.00%,1.67%,1.17%,52.36%,41.75%,3.70%,1.35%,0.84%,Lewes,East Sussex,South East,SPN
E01021063,723,35.89%,49.93%,7.55%,3.44%,3.18%,35.94%,51.11%,6.53%,4.50%,1.91%,29.80%,52.39%,10.39%,4.96%,2.47%,34.49%,53.46%,7.91%,2.87%,1.28%,39.21%,50.73%,8.08%,1.32%,0.66%,38.11%,51.39%,7.97%,1.20%,1.33%,40.75%,52.55%,4.83%,1.21%,0.67%,Lewes,East Sussex,South East,SPN
E01021064,906,32.90%,45.44%,13.29%,4.72%,3.64%,33.18%,52.65%,9.55%,2.87%,1.76%,27.23%,52.85%,13.55%,3.82%,2.54%,33.34%,52.81%,9.79%,3.03%,1.03%,43.94%,47.27%,6.75%,1.18%,0.86%,43.24%,48.18%,6.12%,1.18%,1.29%,48.10%,46.80%,3.14%,1.08%,0.87%,Lewes,East Sussex,South East,SPN
E01021065,606,25.74%,24.91%,31.70%,9.77%,7.87%,25.67%,52.81%,14.29%,4.54%,2.69%,23.71%,49.20%,15.56%,7.89%,3.64%,23.80%,54.31%,15.07%,5.59%,1.23%,63.05%,29.20%,4.53%,1.55%,1.67%,62.20%,29.19%,5.26%,1.56%,1.79%,62.99%,30.39%,3.31%,1.59%,1.72%,Lewes,East Sussex,South East,SPN
E01021066,691,33.15%,53.34%,8.91%,3.06%,1.53%,33.12%,58.19%,5.85%,1.18%,1.65%,26.40%,59.80%,10.58%,1.32%,1.90%,32.64%,59.33%,5.44%,1.75%,0.84%,41.23%,52.23%,4.87%,0.84%,0.84%,39.89%,53.42%,5.16%,0.56%,0.98%,44.54%,51.82%,2.24%,0.56%,0.84%,Lewes,East Sussex,South East,SPN
E01021067,464,12.31%,11.02%,37.58%,21.17%,17.93%,12.46%,26.12%,30.74%,19.79%,10.89%,12.02%,23.12%,27.75%,23.68%,13.44%,7.95%,27.53%,38.71%,18.62%,7.18%,35.42%,27.43%,25.92%,7.13%,4.10%,34.49%,23.43%,26.03%,8.46%,7.59%,31.59%,29.55%,27.05%,7.50%,4.32%,Lewes,East Sussex,South East,SPN
E01021068,478,15.09%,10.90%,29.56%,27.46%,16.98%,14.88%,25.41%,23.08%,24.11%,12.53%,14.61%,21.93%,21.31%,24.74%,17.41%,9.60%,26.43%,31.54%,25.33%,7.10%,36.69%,25.16%,20.34%,11.74%,6.08%,35.32%,22.77%,21.06%,13.19%,7.66%,32.37%,28.35%,20.54%,12.28%,6.47%,Lewes,East Sussex,South East,SPN
E01021069,670,32.68%,48.74%,10.20%,5.31%,3.07%,32.79%,52.73%,10.55%,2.54%,1.39%,26.38%,51.02%,17.12%,3.66%,1.82%,31.63%,54.45%,10.32%,3.03%,0.56%,43.85%,47.21%,6.28%,1.68%,0.98%,40.90%,50.14%,6.30%,1.40%,1.26%,44.01%,51.76%,1.83%,1.41%,0.99%,Lewes,East Sussex,South East,SPN
E01021070,869,32.28%,26.07%,27.51%,8.31%,5.83%,32.65%,47.81%,10.85%,5.31%,3.38%,28.88%,44.59%,15.28%,6.90%,4.34%,30.86%,49.34%,11.85%,6.82%,1.14%,58.74%,31.23%,5.64%,2.10%,2.29%,56.94%,31.87%,6.41%,2.30%,2.49%,58.59%,32.91%,4.10%,2.05%,2.34%,Lewes,East Sussex,South East,SPN
E01021071,1224,30.48%,17.17%,28.70%,11.29%,12.36%,30.51%,41.45%,14.80%,7.84%,5.40%,28.40%,39.19%,14.00%,10.09%,8.32%,27.95%,42.73%,19.03%,6.97%,3.32%,62.92%,24.72%,7.61%,2.50%,2.26%,59.38%,24.22%,6.61%,5.05%,4.75%,61.42%,27.04%,6.67%,2.53%,2.35%,Lewes,East Sussex,South East,SPN
E01021072,774,34.11%,59.46%,3.86%,1.29%,1.29%,34.28%,57.62%,6.47%,0.99%,0.64%,24.75%,59.28%,13.87%,1.17%,0.93%,34.01%,58.78%,5.75%,1.33%,0.13%,34.36%,58.82%,5.79%,0.64%,0.39%,31.66%,61.78%,5.53%,0.39%,0.64%,38.92%,59.28%,1.03%,0.39%,0.39%,Lewes,East Sussex,South East,SPN
E01021073,639,40.75%,54.86%,2.82%,0.63%,0.94%,40.77%,54.07%,4.23%,0.93%,0.00%,31.21%,58.02%,9.54%,0.62%,0.60%,40.20%,55.26%,3.59%,0.94%,0.00%,42.63%,52.66%,4.08%,0.47%,0.16%,40.13%,55.02%,4.39%,0.31%,0.16%,45.30%,53.92%,0.47%,0.16%,0.16%,Lewes,East Sussex,South East,SPN
E01021074,791,43.00%,50.12%,3.93%,1.84%,1.11%,43.58%,49.90%,5.04%,0.86%,0.61%,35.99%,53.35%,8.66%,1.09%,0.90%,42.96%,51.34%,4.39%,0.95%,0.37%,45.82%,49.14%,4.18%,0.49%,0.37%,44.72%,50.00%,4.42%,0.37%,0.49%,51.12%,46.90%,1.36%,0.25%,0.37%,Lewes,East Sussex,South East,SPN
E01021075,754,36.79%,60.03%,2.26%,0.27%,0.66%,36.82%,58.14%,4.45%,0.20%,0.40%,28.67%,60.86%,9.67%,0.40%,0.40%,37.56%,58.18%,3.65%,0.20%,0.40%,37.45%,57.50%,4.65%,0.40%,0.00%,35.46%,59.50%,4.52%,0.27%,0.27%,41.89%,57.18%,0.80%,0.13%,0.00%,Lewes,East Sussex,South East,SPN
E01021076,807,47.38%,43.93%,5.36%,1.90%,1.43%,47.66%,45.11%,5.20%,1.46%,0.58%,40.66%,48.24%,8.46%,1.94%,0.70%,46.84%,46.46%,4.90%,1.44%,0.36%,52.26%,42.26%,4.40%,0.83%,0.24%,50.24%,44.52%,4.17%,0.71%,0.36%,54.19%,43.54%,1.44%,0.60%,0.24%,Lewes,East Sussex,South East,SPN
E01021077,714,34.26%,50.07%,8.90%,3.85%,2.92%,34.66%,52.41%,7.80%,2.96%,2.18%,27.72%,52.39%,13.39%,4.01%,2.50%,33.24%,54.26%,7.87%,3.74%,0.89%,41.30%,49.67%,6.11%,1.73%,1.20%,39.97%,49.93%,7.30%,1.46%,1.33%,43.47%,51.28%,2.69%,1.35%,1.21%,Lewes,East Sussex,South East,SPN
E01021078,643,37.43%,47.57%,9.29%,3.86%,1.86%,37.61%,49.04%,9.17%,2.35%,1.83%,32.51%,45.64%,16.88%,2.72%,2.25%,31.29%,54.94%,9.73%,3.43%,0.61%,46.29%,43.71%,7.14%,1.43%,1.43%,39.29%,50.54%,7.40%,1.23%,1.54%,41.59%,53.74%,1.87%,1.25%,1.56%,Lewes,East Sussex,South East,SPN
E01021079,845,40.58%,31.95%,15.70%,5.94%,5.83%,41.06%,41.95%,10.19%,4.49%,2.29%,35.88%,42.14%,12.41%,5.94%,3.62%,39.31%,43.68%,10.72%,5.27%,1.03%,56.95%,34.30%,5.61%,1.68%,1.46%,53.14%,36.66%,6.95%,1.79%,1.46%,56.26%,37.43%,3.21%,1.61%,1.49%,Lewes,East Sussex,South East,SPN
E01021080,682,31.85%,47.64%,13.50%,4.59%,2.43%,32.18%,55.55%,8.70%,2.39%,1.19%,25.15%,56.08%,13.90%,3.19%,1.69%,31.77%,56.68%,8.37%,2.91%,0.27%,48.31%,42.91%,7.02%,0.81%,0.94%,45.61%,46.02%,6.75%,0.67%,0.94%,50.54%,45.52%,2.31%,0.68%,0.95%,Lewes,East Sussex,South East,SPN
E01021081,797,27.08%,41.79%,18.87%,8.42%,3.84%,27.03%,55.09%,11.20%,4.29%,2.38%,22.37%,53.42%,15.68%,5.11%,3.42%,25.54%,56.65%,11.81%,5.28%,0.72%,49.79%,40.83%,5.54%,2.03%,1.81%,47.12%,42.95%,6.09%,1.92%,1.92%,50.27%,43.14%,2.92%,1.84%,1.84%,Lewes,East Sussex,South East,SPN
E01021082,838,30.93%,52.14%,9.82%,3.95%,3.16%,31.17%,54.29%,8.92%,3.48%,2.13%,24.97%,55.01%,13.34%,3.78%,2.90%,30.10%,55.85%,8.71%,4.20%,1.14%,37.92%,51.47%,7.22%,2.14%,1.24%,35.78%,52.14%,8.24%,2.03%,1.81%,39.41%,53.53%,3.87%,1.94%,1.25%,Lewes,East Sussex,South East,SPN
E01021083,582,34.77%,62.31%,1.89%,0.69%,0.34%,35.05%,59.96%,3.96%,0.86%,0.17%,27.02%,62.81%,9.14%,0.69%,0.34%,34.33%,61.72%,2.93%,0.86%,0.17%,37.69%,56.97%,4.48%,0.86%,0.00%,34.77%,59.90%,4.82%,0.52%,0.00%,38.55%,60.24%,0.69%,0.52%,0.00%,Lewes,East Sussex,South East,SPN
E01021084,1020,36.68%,23.73%,21.03%,12.20%,6.36%,36.70%,38.76%,13.21%,7.31%,4.02%,33.16%,37.00%,16.05%,8.44%,5.35%,35.06%,39.65%,15.09%,8.79%,1.40%,56.59%,29.79%,7.34%,3.82%,2.47%,55.55%,28.34%,9.52%,3.82%,2.77%,57.87%,29.78%,6.02%,3.78%,2.55%,Rother,East Sussex,South East,SPN
E01021085,713,31.30%,38.14%,16.14%,9.05%,5.38%,31.41%,47.33%,11.63%,6.36%,3.27%,26.00%,45.78%,15.85%,8.17%,4.20%,29.69%,49.03%,13.02%,6.63%,1.63%,43.89%,42.42%,8.44%,3.06%,2.20%,43.94%,41.62%,9.06%,3.06%,2.33%,45.81%,43.93%,5.01%,3.00%,2.25%,Rother,East Sussex,South East,SPN
E01021086,753,31.82%,44.14%,12.68%,6.94%,4.43%,31.44%,49.75%,10.66%,5.31%,2.85%,26.79%,47.66%,15.32%,6.14%,4.09%,30.29%,50.91%,11.70%,6.22%,0.88%,41.63%,45.93%,7.66%,2.87%,1.91%,40.12%,45.51%,9.82%,2.51%,2.04%,43.67%,46.96%,5.11%,2.31%,1.95%,Rother,East Sussex,South East,SPN
E01021087,788,22.56%,26.51%,21.10%,22.04%,7.80%,22.55%,37.34%,14.40%,16.14%,9.58%,19.24%,35.08%,16.42%,16.73%,12.53%,19.39%,39.53%,18.59%,16.91%,5.58%,38.46%,31.70%,13.83%,10.29%,5.72%,37.12%,30.87%,15.22%,10.64%,6.15%,36.72%,35.31%,11.56%,10.48%,5.94%,Rother,East Sussex,South East,SPN
E01021088,730,23.65%,38.46%,17.80%,13.55%,6.54%,23.73%,45.47%,15.10%,10.37%,5.33%,19.67%,43.09%,19.08%,11.61%,6.55%,21.85%,47.52%,18.21%,9.61%,2.80%,36.62%,42.48%,13.66%,4.25%,2.99%,34.60%,41.72%,15.86%,4.25%,3.56%,35.92%,46.71%,10.45%,3.87%,3.05%,Rother,East Sussex,South East,SPN
E01021089,696,32.37%,39.90%,15.06%,8.28%,4.39%,32.74%,46.88%,9.84%,6.61%,3.93%,27.78%,46.12%,13.63%,7.32%,5.15%,31.53%,48.11%,11.78%,6.70%,1.89%,45.04%,40.65%,8.53%,3.64%,2.13%,43.04%,41.41%,9.28%,3.51%,2.76%,45.61%,43.44%,5.35%,3.44%,2.17%,Rother,East Sussex,South East,SPN
E01021090,895,34.36%,22.63%,22.27%,11.36%,9.38%,34.78%,39.26%,12.93%,9.23%,3.80%,31.48%,38.00%,13.68%,10.94%,5.90%,32.26%,40.64%,15.06%,10.40%,1.64%,57.35%,30.30%,6.13%,3.70%,2.52%,54.43%,31.83%,7.59%,3.62%,2.53%,56.13%,32.34%,5.20%,3.72%,2.60%,Rother,East Sussex,South East,SPN
E01021091,1372,33.19%,15.21%,25.18%,13.91%,12.51%,33.88%,33.23%,17.36%,10.02%,5.51%,31.87%,31.55%,15.50%,13.00%,8.07%,31.59%,34.21%,19.86%,12.00%,2.34%,59.88%,26.37%,6.93%,3.63%,3.19%,56.41%,27.80%,8.85%,3.69%,3.26%,58.12%,28.50%,6.38%,3.70%,3.30%,Rother,East Sussex,South East,SPN
E01021092,1267,34.20%,16.96%,26.24%,12.93%,9.67%,34.80%,36.56%,16.13%,8.05%,4.46%,33.48%,34.08%,15.55%,10.58%,6.30%,31.49%,38.10%,18.69%,10.08%,1.64%,64.64%,22.60%,6.46%,3.31%,2.98%,62.40%,23.24%,7.99%,3.33%,3.05%,62.20%,25.03%,6.33%,3.31%,3.14%,Rother,East Sussex,South East,SPN
E01021093,686,32.59%,55.24%,7.41%,2.38%,2.38%,32.97%,54.36%,9.51%,2.04%,1.11%,27.09%,51.28%,17.26%,2.98%,1.39%,31.62%,56.28%,9.19%,2.34%,0.57%,39.86%,50.77%,8.11%,0.70%,0.56%,37.62%,53.85%,7.27%,0.56%,0.70%,39.75%,57.00%,2.12%,0.57%,0.57%,Rother,East Sussex,South East,SPN
E01021094,896,33.78%,21.25%,24.72%,7.11%,13.12%,34.12%,38.85%,12.88%,10.40%,3.75%,31.19%,32.14%,18.65%,10.69%,7.32%,31.93%,40.05%,13.87%,12.13%,2.01%,59.61%,30.40%,5.93%,2.20%,1.86%,56.28%,33.19%,6.54%,2.12%,1.87%,58.66%,33.57%,3.71%,2.12%,1.94%,Rother,East Sussex,South East,SPN
E01021095,671,29.94%,56.59%,5.16%,3.01%,5.30%,30.20%,55.32%,8.95%,2.30%,3.22%,24.03%,51.66%,17.08%,2.63%,4.59%,29.21%,56.68%,8.54%,2.76%,2.82%,36.96%,54.58%,7.31%,0.72%,0.43%,33.95%,57.45%,7.74%,0.43%,0.43%,36.90%,60.20%,2.03%,0.43%,0.43%,Rother,East Sussex,South East,SPN
E01021096,511,12.16%,14.12%,33.53%,23.73%,16.47%,12.04%,28.78%,26.30%,21.57%,11.31%,11.82%,23.54%,25.78%,24.32%,14.53%,7.29%,29.52%,33.12%,22.54%,7.53%,34.31%,25.88%,22.75%,12.16%,4.90%,31.42%,25.10%,23.12%,13.64%,6.72%,30.85%,27.95%,23.19%,12.84%,5.18%,Rother,East Sussex,South East,SPN
E01021097,553,19.72%,21.60%,28.64%,18.94%,11.11%,19.45%,35.22%,19.21%,18.53%,7.60%,17.67%,32.05%,20.65%,19.94%,9.69%,16.16%,36.65%,25.18%,17.28%,4.73%,39.44%,29.89%,18.94%,8.76%,2.97%,38.30%,28.10%,19.78%,9.73%,4.08%,37.19%,33.77%,17.13%,8.81%,3.10%,Rother,East Sussex,South East,SPN
E01021098,774,22.31%,22.31%,24.89%,19.74%,10.74%,22.28%,37.27%,18.57%,15.64%,6.24%,18.00%,35.91%,20.23%,17.37%,8.49%,19.68%,38.41%,22.15%,17.54%,2.22%,42.15%,33.79%,14.42%,5.51%,4.13%,42.45%,31.58%,15.56%,5.62%,4.79%,41.41%,35.71%,13.01%,5.60%,4.27%,Rother,East Sussex,South East,SPN
E01021099,744,15.72%,15.81%,31.24%,26.38%,10.85%,15.60%,33.20%,18.96%,21.43%,10.82%,14.57%,29.89%,18.72%,22.52%,14.30%,11.73%,34.31%,24.53%,24.65%,4.78%,36.86%,27.13%,14.97%,13.75%,7.30%,37.44%,22.58%,16.75%,14.02%,9.22%,34.22%,29.60%,14.36%,14.16%,7.67%,Rother,East Sussex,South East,SPN
E01021100,684,19.98%,29.67%,23.17%,17.49%,9.69%,20.05%,40.54%,17.55%,14.57%,7.29%,16.83%,38.32%,19.59%,15.87%,9.39%,17.55%,42.10%,21.86%,14.77%,3.72%,36.29%,36.17%,16.08%,7.92%,3.55%,34.99%,35.59%,16.73%,7.71%,4.98%,35.16%,40.51%,12.90%,7.79%,3.65%,Rother,East Sussex,South East,SPN
E01021101,920,29.70%,30.37%,16.44%,14.51%,8.98%,29.81%,38.26%,16.49%,9.62%,5.82%,25.99%,36.13%,19.86%,9.83%,8.19%,28.14%,39.45%,18.02%,11.95%,2.45%,43.88%,38.26%,10.74%,3.78%,3.36%,41.93%,37.82%,11.85%,3.95%,4.45%,42.97%,42.28%,7.63%,3.69%,3.43%,Rother,East Sussex,South East,SPN
