,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,Fraction_households_in_fuel_band,,,,
E01016863,90.9,37.36%,13.22%,29.42%,12.35%,7.66%,37.91%,39.82%,15.34%,6.10%,0.82%,37.45%,34.90%,18.09%,6.72%,2.84%,36.85%,40.51%,15.61%,6.18%,0.84%,65.77%,27.63%,3.12%,1.39%,2.09%,68.71%,23.95%,3.81%,1.44%,2.09%,65.50%,28.64%,2.41%,1.33%,2.12%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016864,50.7,42.81%,26.12%,16.84%,7.11%,7.12%,43.82%,37.01%,11.24%,6.14%,1.79%,42.13%,37.18%,9.11%,8.84%,2.74%,32.77%,44.82%,13.01%,7.28%,2.12%,57.64%,30.50%,7.10%,2.03%,2.73%,57.56%,30.01%,7.14%,2.31%,2.98%,52.27%,36.78%,5.52%,2.19%,3.24%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016865,51.4,53.96%,14.81%,17.17%,5.27%,8.79%,54.40%,28.49%,10.76%,4.83%,1.51%,53.74%,26.88%,9.42%,7.38%,2.57%,47.26%,33.03%,12.41%,5.56%,1.74%,70.31%,22.42%,4.51%,1.34%,1.43%,69.82%,22.05%,4.94%,1.38%,1.82%,67.91%,24.82%,4.51%,1.12%,1.64%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016866,52.7,51.33%,26.21%,14.05%,3.94%,4.47%,52.18%,35.13%,8.22%,3.79%,0.68%,50.44%,36.37%,6.63%,5.22%,1.34%,51.11%,36.37%,7.97%,3.85%,0.69%,65.31%,28.13%,4.53%,0.74%,1.28%,62.90%,29.92%,5.32%,0.58%,1.29%,64.63%,30.94%,2.55%,0.58%,1.30%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016867,68.6,56.76%,35.40%,4.07%,2.35%,1.42%,58.18%,34.79%,5.01%,1.71%,0.32%,55.36%,38.07%,4.18%,1.55%,0.84%,57.03%,36.71%,4.23%,1.71%,0.32%,59.97%,34.85%,3.81%,1.14%,0.23%,58.17%,36.63%,4.19%,0.77%,0.24%,63.47%,34.79%,0.73%,0.77%,0.24%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016868,72.5,56.30%,18.96%,16.15%,3.80%,4.78%,57.46%,30.46%,7.79%,3.49%,0.80%,55.54%,30.82%,6.79%,5.91%,0.94%,55.99%,31.74%,7.86%,3.58%,0.82%,68.46%,25.06%,4.12%,0.83%,1.53%,69.30%,23.92%,4.29%,0.67%,1.82%,71.30%,23.80%,2.64%,0.69%,1.57%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016869,96.8,45.10%,31.81%,10.83%,6.53%,5.73%,46.79%,36.23%,11.31%,4.58%,1.09%,44.51%,37.96%,8.58%,7.25%,1.71%,43.84%,39.16%,11.15%,4.72%,1.13%,56.12%,34.42%,5.31%,2.34%,1.82%,52.09%,38.12%,5.76%,2.19%,1.84%,54.72%,38.21%,3.09%,2.10%,1.87%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016870,88.4,38.19%,23.37%,16.03%,10.52%,11.90%,39.75%,32.74%,16.69%,8.77%,2.05%,38.88%,31.68%,13.90%,11.85%,3.70%,37.24%,33.88%,17.69%,9.07%,2.12%,57.14%,30.56%,6.38%,2.87%,3.06%,54.31%,33.28%,6.41%,2.63%,3.37%,55.25%,34.01%,4.87%,2.71%,3.16%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016871,112.9,40.26%,5.17%,23.07%,17.56%,13.94%,40.20%,25.68%,21.87%,8.11%,4.14%,40.11%,23.90%,18.99%,10.75%,6.25%,30.70%,29.28%,25.83%,9.39%,4.80%,73.13%,15.99%,6.80%,1.68%,2.40%,72.39%,15.76%,7.67%,1.71%,2.47%,68.67%,18.99%,7.68%,1.89%,2.78%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016872,105.7,46.22%,14.57%,19.53%,9.91%,9.77%,46.56%,30.26%,14.21%,7.38%,1.59%,46.06%,28.39%,13.58%,8.10%,3.87%,44.98%,31.10%,14.75%,7.54%,1.63%,62.81%,27.22%,5.71%,2.15%,2.11%,63.07%,26.19%,6.63%,1.88%,2.24%,62.15%,28.76%,5.11%,1.83%,2.15%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016873,104.1,31.76%,8.28%,30.13%,18.23%,11.61%,32.12%,36.62%,22.73%,7.00%,1.53%,31.90%,33.36%,20.08%,11.87%,2.78%,30.47%,37.00%,23.80%,7.16%,1.57%,64.38%,25.98%,4.82%,2.06%,2.76%,67.66%,21.42%,5.85%,2.15%,2.91%,63.41%,27.31%,4.41%,2.04%,2.82%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016874,82.9,32.43%,11.44%,28.01%,16.11%,12.02%,32.88%,35.61%,20.72%,9.11%,1.68%,32.73%,32.83%,18.15%,13.08%,3.21%,26.01%,38.90%,23.22%,10.03%,1.85%,67.28%,20.55%,5.50%,2.84%,3.83%,66.60%,19.99%,6.49%,2.95%,3.97%,63.26%,24.52%,4.97%,3.04%,4.22%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016875,83.9,36.04%,33.52%,12.30%,9.94%,8.20%,38.17%,38.57%,14.48%,6.65%,2.14%,36.63%,39.22%,11.39%,9.63%,3.13%,36.31%,40.01%,14.70%,6.79%,2.19%,50.11%,38.29%,6.93%,2.17%,2.51%,45.25%,42.04%,7.96%,1.96%,2.79%,49.48%,41.65%,4.30%,2.00%,2.56%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016876,88.0,32.24%,13.78%,31.64%,11.90%,10.43%,33.14%,39.40%,15.99%,9.13%,2.34%,32.70%,36.87%,13.44%,14.05%,2.95%,31.12%,40.48%,16.61%,9.39%,2.40%,61.54%,24.32%,5.91%,3.63%,4.60%,62.52%,22.33%,6.68%,3.63%,4.84%,60.49%,25.94%,5.37%,3.47%,4.73%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016877,76.4,56.31%,7.96%,17.81%,9.09%,8.84%,56.71%,21.99%,14.74%,5.57%,0.99%,56.19%,20.98%,11.28%,9.75%,1.80%,37.15%,31.71%,21.66%,8.05%,1.43%,73.98%,17.24%,4.54%,1.91%,2.33%,69.48%,18.61%,6.57%,2.36%,2.98%,62.07%,26.42%,5.50%,2.64%,3.37%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016878,94.1,29.65%,17.85%,28.82%,12.86%,10.83%,30.52%,39.40%,17.85%,9.38%,2.84%,29.85%,37.60%,14.83%,13.62%,4.10%,28.27%,40.41%,18.74%,10.49%,2.09%,54.88%,29.09%,8.44%,3.22%,4.37%,55.73%,24.46%,10.25%,4.24%,5.33%,53.74%,32.98%,5.71%,3.07%,4.50%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016879,52.3,39.65%,44.32%,10.80%,2.88%,2.35%,42.17%,47.05%,8.48%,2.29%,0.00%,39.06%,50.98%,6.40%,3.32%,0.23%,40.97%,49.46%,7.28%,2.29%,0.00%,52.89%,39.49%,5.57%,1.04%,1.02%,48.97%,43.14%,6.39%,0.48%,1.02%,54.27%,42.74%,1.49%,0.48%,1.02%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016880,74.8,40.31%,30.52%,17.88%,5.57%,5.72%,42.99%,40.75%,10.58%,4.46%,1.23%,39.51%,44.08%,7.95%,6.67%,1.79%,41.11%,42.43%,10.66%,4.55%,1.26%,56.01%,33.75%,6.23%,1.76%,2.24%,55.81%,34.17%,5.96%,1.81%,2.25%,58.54%,34.17%,3.41%,1.60%,2.29%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016881,62.7,29.67%,40.82%,18.53%,5.63%,5.34%,33.05%,49.64%,11.53%,4.98%,0.81%,29.31%,52.67%,10.28%,5.62%,2.12%,31.87%,50.93%,11.34%,5.04%,0.82%,49.14%,40.53%,7.52%,1.41%,1.40%,46.86%,42.91%,7.12%,1.32%,1.79%,52.31%,41.73%,3.35%,1.19%,1.42%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016882,46.4,43.05%,42.00%,7.56%,4.85%,2.53%,44.63%,42.94%,8.63%,3.57%,0.23%,41.29%,46.53%,7.19%,4.21%,0.78%,43.52%,44.65%,8.00%,3.61%,0.23%,48.52%,42.27%,6.47%,1.40%,1.34%,46.84%,43.39%,7.07%,1.13%,1.57%,50.88%,44.61%,2.03%,1.13%,1.35%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016883,46.2,32.40%,59.91%,4.88%,0.96%,1.85%,34.50%,55.65%,8.20%,1.65%,0.00%,31.12%,60.10%,6.84%,1.10%,0.84%,33.22%,58.39%,6.75%,1.65%,0.00%,35.69%,55.57%,8.15%,0.27%,0.32%,32.61%,58.98%,8.09%,0.00%,0.32%,37.10%,61.32%,1.27%,0.00%,0.32%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016884,62.5,36.13%,53.74%,5.13%,2.55%,2.44%,39.36%,50.11%,7.75%,1.88%,0.89%,35.56%,54.73%,5.85%,2.66%,1.20%,38.79%,51.86%,6.57%,1.89%,0.89%,41.13%,49.61%,7.29%,1.29%,0.68%,37.77%,53.73%,6.54%,1.08%,0.88%,43.44%,53.05%,2.09%,0.74%,0.68%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016885,61.1,43.91%,22.36%,19.95%,7.02%,6.76%,45.47%,35.98%,11.30%,6.15%,1.10%,43.85%,35.77%,9.42%,9.37%,1.59%,43.66%,37.33%,11.58%,6.30%,1.12%,62.68%,27.16%,6.01%,1.48%,2.67%,60.81%,28.22%,6.75%,1.18%,3.05%,61.54%,30.23%,4.29%,1.21%,2.73%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016886,61.4,32.16%,48.43%,9.61%,5.27%,4.53%,33.97%,49.63%,11.08%,4.49%,0.84%,30.54%,54.14%,7.61%,5.96%,1.75%,32.71%,52.06%,9.88%,4.51%,0.84%,38.12%,50.50%,8.18%,1.58%,1.63%,37.00%,51.55%,8.35%,1.47%,1.63%,41.47%,52.18%,3.40%,1.32%,1.63%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016887,56.5,35.59%,47.92%,8.32%,3.31%,4.85%,38.86%,46.59%,8.98%,3.58%,1.99%,33.79%,51.88%,7.27%,4.51%,2.54%,37.86%,48.41%,8.11%,3.62%,2.01%,38.79%,50.90%,7.85%,1.21%,1.25%,37.95%,50.89%,8.58%,0.96%,1.62%,44.23%,50.26%,3.28%,0.96%,1.26%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016888,51.3,31.95%,55.63%,7.71%,1.92%,2.79%,34.50%,54.44%,9.29%,1.06%,0.71%,30.73%,59.44%,5.98%,3.13%,0.71%,33.12%,57.05%,8.06%,1.06%,0.72%,38.73%,53.10%,7.11%,0.73%,0.33%,36.15%,56.13%,6.84%,0.17%,0.70%,40.66%,56.55%,2.28%,0.18%,0.33%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016889,129.1,45.71%,24.60%,14.94%,6.73%,8.03%,46.18%,36.43%,10.12%,5.69%,1.58%,44.27%,36.43%,9.02%,7.05%,3.23%,43.47%,38.87%,10.27%,5.77%,1.61%,60.98%,31.31%,4.50%,1.62%,1.59%,59.37%,31.94%,5.66%,1.44%,1.59%,59.86%,33.97%,3.32%,1.24%,1.61%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016890,161.8,50.43%,14.59%,18.99%,7.62%,8.36%,51.02%,30.38%,10.41%,6.21%,1.98%,50.06%,29.72%,8.75%,8.10%,3.36%,49.12%,31.62%,10.89%,6.35%,2.03%,69.01%,23.14%,3.72%,1.85%,2.28%,68.69%,22.78%,4.40%,1.72%,2.41%,67.92%,24.81%,3.32%,1.61%,2.33%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016891,153.8,36.80%,18.76%,22.49%,11.43%,10.53%,37.31%,37.10%,16.73%,7.11%,1.74%,36.14%,35.14%,16.12%,9.66%,2.95%,35.32%,37.33%,18.36%,7.22%,1.77%,57.96%,32.31%,4.71%,1.86%,3.15%,58.30%,31.09%,5.31%,2.00%,3.30%,57.09%,34.27%,3.66%,1.78%,3.20%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016892,99.1,49.43%,33.99%,7.92%,4.22%,4.44%,50.72%,37.13%,7.61%,2.90%,1.64%,48.36%,39.20%,6.70%,3.75%,2.00%,48.79%,39.38%,7.26%,2.72%,1.85%,58.29%,33.66%,5.39%,1.33%,1.34%,54.93%,36.84%,5.68%,1.21%,1.34%,58.21%,36.98%,2.57%,0.89%,1.34%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016893,103.7,53.81%,31.64%,8.30%,2.43%,3.81%,53.95%,35.20%,7.65%,2.99%,0.21%,48.79%,40.38%,6.20%,3.70%,0.92%,49.30%,40.22%,7.25%,3.01%,0.21%,59.73%,33.66%,4.86%,1.08%,0.67%,58.51%,34.14%,5.63%,0.71%,1.02%,58.99%,37.60%,2.02%,0.71%,0.67%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016894,109.4,31.11%,12.20%,29.92%,14.96%,11.81%,31.08%,36.71%,17.02%,12.66%,2.52%,30.14%,34.22%,15.09%,16.14%,4.41%,28.22%,38.11%,18.07%,13.01%,2.59%,58.94%,24.24%,7.40%,3.45%,5.98%,59.16%,21.02%,10.19%,3.64%,5.99%,57.37%,25.69%,7.26%,3.54%,6.14%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016895,104.8,45.42%,39.71%,9.86%,2.52%,2.50%,50.51%,40.09%,6.99%,1.88%,0.53%,44.00%,46.93%,5.49%,2.91%,0.68%,49.30%,41.85%,6.42%,1.89%,0.53%,54.29%,38.67%,5.54%,1.04%,0.46%,51.24%,42.11%,5.53%,0.67%,0.46%,58.96%,38.06%,1.85%,0.67%,0.46%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016896,106.7,52.02%,27.08%,8.17%,5.88%,6.85%,51.76%,32.16%,10.28%,3.62%,2.18%,46.40%,36.99%,8.68%,4.88%,3.06%,46.54%,37.64%,9.97%,3.65%,2.20%,58.79%,33.88%,4.99%,1.08%,1.27%,57.37%,34.89%,5.29%,1.17%,1.27%,57.61%,37.94%,2.25%,0.91%,1.28%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016897,109.7,44.74%,26.36%,12.44%,8.24%,8.22%,44.37%,35.35%,12.47%,5.91%,1.88%,41.06%,37.95%,10.52%,7.09%,3.37%,40.88%,38.75%,12.45%,6.01%,1.91%,57.05%,33.43%,5.41%,1.95%,2.16%,55.22%,34.78%,6.04%,1.79%,2.16%,55.57%,37.24%,3.44%,1.55%,2.19%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016898,86.7,27.10%,24.01%,23.13%,15.04%,10.72%,28.66%,39.27%,17.31%,11.85%,2.91%,26.75%,38.21%,14.58%,16.66%,3.80%,26.09%,40.33%,18.30%,12.27%,3.01%,48.21%,33.68%,7.78%,4.80%,5.53%,47.08%,32.25%,10.02%,4.78%,5.86%,47.30%,35.40%,6.78%,4.80%,5.73%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016899,74.3,15.64%,16.01%,32.43%,22.03%,13.89%,16.35%,39.69%,23.78%,16.55%,3.63%,15.41%,36.77%,19.55%,22.97%,5.31%,13.00%,40.52%,25.36%,17.32%,3.80%,44.70%,29.82%,11.00%,5.97%,8.51%,44.88%,28.00%,11.68%,6.90%,8.53%,43.63%,30.33%,10.89%,6.25%,8.91%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016900,77.2,51.83%,15.04%,19.51%,6.43%,7.19%,52.67%,30.02%,11.04%,5.10%,1.18%,51.49%,29.59%,9.11%,7.67%,2.14%,51.24%,30.96%,11.40%,5.20%,1.20%,71.50%,20.42%,4.83%,1.54%,1.71%,70.03%,20.96%,5.70%,1.60%,1.71%,71.08%,21.89%,3.81%,1.47%,1.74%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016901,58.8,41.93%,41.96%,7.71%,3.79%,4.61%,45.01%,40.71%,8.68%,3.47%,2.13%,40.97%,45.38%,7.13%,3.43%,3.09%,43.42%,43.13%,7.80%,3.50%,2.15%,49.03%,41.13%,7.36%,1.22%,1.26%,45.76%,43.76%,8.25%,0.96%,1.26%,50.67%,43.78%,3.30%,0.97%,1.27%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016902,57.1,36.64%,32.97%,16.10%,8.30%,5.99%,38.01%,40.65%,12.68%,6.87%,1.79%,35.83%,41.57%,10.16%,9.52%,2.92%,36.23%,42.76%,12.21%,6.98%,1.82%,50.30%,35.46%,8.05%,2.56%,3.62%,47.91%,35.79%,10.16%,2.52%,3.63%,49.80%,39.74%,4.43%,2.35%,3.68%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016903,120.8,39.23%,39.52%,9.88%,5.71%,5.66%,40.96%,42.82%,10.14%,4.96%,1.12%,39.59%,44.24%,7.04%,7.43%,1.71%,39.42%,44.66%,9.77%,5.02%,1.13%,52.45%,37.23%,6.43%,1.85%,2.04%,45.94%,43.56%,6.39%,1.95%,2.16%,51.71%,41.26%,3.31%,1.66%,2.06%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016904,77.7,38.49%,23.08%,19.80%,6.66%,11.97%,39.17%,39.90%,10.73%,8.56%,1.64%,38.20%,38.82%,8.20%,10.86%,3.92%,37.63%,41.29%,10.70%,8.71%,1.67%,68.92%,23.82%,3.93%,0.98%,2.35%,67.15%,24.88%,4.32%,1.16%,2.49%,68.64%,25.29%,2.79%,0.90%,2.39%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016905,90.3,43.86%,15.15%,21.49%,10.60%,8.90%,44.43%,31.93%,15.38%,6.74%,1.53%,43.59%,29.95%,13.32%,10.75%,2.40%,39.40%,34.85%,16.79%,7.31%,1.65%,63.65%,25.14%,5.89%,2.17%,3.14%,64.16%,24.09%,6.37%,2.23%,3.15%,61.44%,28.06%,4.86%,2.23%,3.41%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016906,85.0,42.54%,47.71%,5.44%,2.15%,2.16%,45.58%,46.16%,5.15%,2.54%,0.58%,41.48%,51.03%,4.16%,2.44%,0.89%,45.03%,47.46%,4.39%,2.55%,0.58%,48.28%,45.06%,5.22%,1.16%,0.28%,45.38%,48.05%,5.11%,1.18%,0.28%,50.88%,46.76%,1.14%,0.93%,0.28%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016907,111.9,48.79%,38.93%,7.30%,2.43%,2.55%,53.67%,36.90%,6.86%,1.73%,0.84%,48.33%,41.62%,6.90%,2.13%,1.02%,52.43%,38.28%,6.69%,1.74%,0.85%,56.33%,37.05%,5.16%,0.88%,0.58%,53.13%,39.97%,5.58%,0.41%,0.91%,60.21%,36.61%,2.18%,0.41%,0.58%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016908,91.7,42.33%,36.58%,13.95%,3.43%,3.71%,44.84%,45.18%,7.18%,1.88%,0.92%,41.19%,48.68%,5.32%,3.71%,1.10%,43.79%,46.56%,6.82%,1.90%,0.93%,51.32%,42.49%,4.67%,1.05%,0.47%,55.13%,38.89%,4.28%,0.82%,0.88%,61.36%,35.36%,2.13%,0.68%,0.47%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016909,111.5,46.76%,39.25%,6.98%,3.61%,3.40%,50.07%,39.59%,7.10%,2.65%,0.60%,45.66%,43.76%,6.11%,3.60%,0.87%,48.45%,41.64%,6.65%,2.66%,0.60%,54.23%,38.94%,5.29%,0.78%,0.77%,50.47%,42.68%,5.51%,0.57%,0.77%,56.62%,40.12%,1.92%,0.57%,0.77%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016910,66.0,43.11%,29.11%,14.26%,7.46%,6.05%,46.99%,35.58%,12.27%,4.63%,0.52%,43.03%,39.47%,7.25%,8.93%,1.32%,46.01%,36.59%,12.19%,4.68%,0.53%,58.61%,32.17%,5.64%,1.88%,1.69%,56.25%,33.99%,6.38%,1.69%,1.69%,61.06%,32.26%,3.26%,1.71%,1.71%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016911,69.0,35.39%,45.33%,11.32%,3.66%,4.30%,37.52%,48.61%,9.60%,3.31%,0.95%,34.42%,51.28%,8.32%,4.53%,1.44%,36.49%,49.98%,9.23%,3.34%,0.96%,45.47%,45.06%,6.41%,1.67%,1.39%,42.54%,48.17%,6.60%,1.11%,1.58%,47.05%,47.63%,2.81%,1.11%,1.40%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016912,123.2,54.00%,16.47%,14.04%,8.40%,7.09%,55.00%,25.75%,11.86%,5.46%,1.94%,52.82%,27.35%,8.16%,9.10%,2.57%,53.27%,27.48%,11.78%,5.52%,1.96%,67.71%,22.70%,4.79%,2.23%,2.57%,67.42%,22.38%,5.61%,1.82%,2.77%,66.20%,25.60%,3.77%,1.84%,2.60%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016913,122.5,51.95%,26.85%,5.65%,2.29%,13.26%,53.85%,27.71%,7.17%,1.59%,9.68%,50.92%,30.76%,4.31%,3.65%,10.36%,52.25%,29.95%,6.48%,1.60%,9.72%,58.17%,35.29%,5.29%,0.75%,0.50%,56.18%,37.75%,3.56%,0.54%,1.97%,60.01%,36.16%,2.78%,0.55%,0.50%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016914,95.0,23.22%,13.35%,23.54%,24.20%,15.69%,24.37%,31.75%,28.83%,11.43%,3.63%,23.37%,29.87%,26.09%,14.14%,6.52%,21.16%,32.03%,31.03%,11.97%,3.81%,56.47%,29.94%,7.12%,2.72%,3.75%,57.97%,26.76%,8.21%,3.01%,4.04%,57.32%,28.83%,7.07%,2.85%,3.93%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016915,93.8,50.13%,33.58%,6.48%,4.49%,5.31%,53.51%,35.05%,7.68%,1.96%,1.79%,48.94%,38.52%,7.27%,2.79%,2.48%,52.02%,36.89%,7.31%,1.98%,1.81%,55.63%,38.70%,4.25%,0.82%,0.60%,56.07%,39.17%,3.38%,0.79%,0.60%,59.53%,37.96%,1.39%,0.52%,0.60%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016916,47.0,35.43%,42.45%,13.22%,5.20%,3.70%,36.68%,46.89%,10.90%,3.87%,1.66%,32.80%,51.30%,9.01%,4.92%,1.96%,35.67%,48.62%,10.11%,3.92%,1.68%,39.93%,47.18%,8.68%,3.01%,1.20%,41.62%,45.05%,9.34%,2.78%,1.20%,45.85%,46.24%,4.40%,2.29%,1.21%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016917,41.8,39.04%,50.93%,5.13%,2.74%,2.15%,41.22%,48.37%,7.77%,1.20%,1.44%,35.58%,54.99%,5.94%,2.05%,1.44%,40.14%,50.45%,6.74%,1.21%,1.45%,40.05%,51.76%,6.54%,0.59%,1.07%,38.19%,53.67%,6.37%,0.43%,1.34%,46.31%,50.58%,2.04%,0.00%,1.07%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016918,50.8,47.85%,29.34%,12.17%,5.89%,4.74%,49.46%,34.79%,9.82%,5.61%,0.32%,46.87%,36.62%,7.56%,7.89%,1.06%,48.31%,36.32%,9.37%,5.68%,0.32%,58.00%,31.66%,6.14%,1.87%,2.33%,55.83%,33.76%,6.24%,1.66%,2.52%,59.58%,33.62%,2.78%,1.67%,2.36%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016919,29.1,43.75%,39.41%,8.40%,4.00%,4.44%,45.86%,38.87%,9.72%,4.04%,1.51%,42.57%,42.30%,8.14%,5.10%,1.90%,44.85%,40.84%,8.73%,4.07%,1.52%,49.13%,38.83%,7.83%,2.73%,1.48%,47.10%,40.60%,8.30%,2.26%,1.74%,51.52%,41.52%,3.65%,1.82%,1.49%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016920,32.9,38.59%,55.16%,3.60%,0.94%,1.70%,41.01%,50.15%,6.76%,1.29%,0.80%,36.33%,56.17%,4.84%,1.86%,0.80%,40.33%,52.57%,5.01%,1.29%,0.80%,35.03%,56.45%,6.64%,1.55%,0.33%,36.91%,55.63%,5.70%,0.88%,0.87%,43.21%,53.65%,2.18%,0.63%,0.33%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016921,54.7,36.36%,39.20%,12.35%,6.64%,5.46%,38.98%,41.32%,13.17%,5.14%,1.39%,35.13%,44.49%,11.15%,7.20%,2.04%,37.67%,42.90%,12.81%,5.21%,1.41%,44.96%,42.04%,8.16%,2.90%,1.94%,43.98%,42.54%,8.47%,2.38%,2.63%,47.39%,44.51%,3.74%,2.40%,1.97%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016922,51.5,41.50%,45.55%,7.67%,1.77%,3.51%,43.60%,45.05%,8.67%,2.08%,0.59%,40.50%,48.46%,6.67%,3.40%,0.97%,42.60%,47.18%,7.53%,2.09%,0.60%,46.48%,44.97%,7.37%,0.80%,0.38%,44.78%,47.22%,6.95%,0.67%,0.38%,49.09%,48.43%,1.61%,0.49%,0.38%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016923,47.3,24.65%,28.86%,29.16%,10.70%,6.62%,26.19%,49.35%,14.46%,8.84%,1.16%,24.49%,48.04%,14.03%,11.71%,1.74%,23.96%,50.76%,15.06%,9.04%,1.19%,54.06%,30.76%,7.99%,3.98%,3.22%,53.66%,30.71%,8.15%,4.04%,3.44%,53.49%,34.14%,5.35%,3.73%,3.29%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
E01016924,53.0,31.72%,54.19%,6.41%,3.55%,4.13%,35.79%,51.40%,8.62%,4.02%,0.17%,30.41%,57.78%,5.69%,5.13%,0.99%,34.51%,53.92%,7.37%,4.03%,0.17%,36.67%,53.92%,7.20%,1.54%,0.67%,34.93%,56.25%,6.72%,1.43%,0.68%,40.85%,55.05%,2.16%,1.26%,0.68%,Brighton and Hove,Brighton and Hove,Coast to Capital,SPN
